meta player id=0 name="Player\" Test"
meta player id=1 name="Player"
meta player id=3 name="Player"
meta player id=4 name="Player"
meta player id=5 name="Player"
meta player id=6 name="Player"
meta player id=7 name="Player"
meta player id=8 name="Player"
meta player id=9 name="Player"
meta player id=10 name="Player"
meta player id=11 name="Player"
meta player id=12 name="Player"
meta player id=13 name="Player"
meta player id=14 name="Player"
meta player id=15 name="Player"
meta player id=16 name="Player"
meta player id=17 name="Player"
meta player id=18 name="Player"
meta keys c=cities T=tank_kd g=gold B=bonus t=tank_kills i=income b=bounty d=deaths a=ss_deaths S=ss_kd K=kd n=denies s=ss_kills G=gold_earned k=kills A=tank_deaths
player 18 i=0 c=0 g=19 G=19 b=3 B=0 n=0 k=13 d=12 K=1.08 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 4 i=0 c=0 g=23 G=262 b=49 B=0 n=0 k=197 d=214 K=0.92 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 1 i=0 c=0 g=1 G=94 b=15 B=0 n=0 k=61 d=111 K=0.55 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 11 i=0 c=0 g=1 G=13 b=3 B=0 n=0 k=12 d=11 K=1.09 s=0 a=0 S=0.00 t=0 A=0 T=0.00
game turn=32
player 0 i=75 c=71 g=78 G=1778 b=428 B=116 n=2 k=1714 d=1324 K=1.29 s=90 a=0 S=90.00 t=50 A=0 T=50.00
player 15 i=67 c=63 g=916 G=1550 b=114 B=23 n=0 k=456 d=165 K=2.76 s=90 a=0 S=90.00 t=0 A=0 T=0.00
player 12 i=50 c=46 g=351 G=1062 b=167 B=36 n=0 k=671 d=470 K=1.43 s=135 a=90 S=1.50 t=0 A=0 T=0.00
player 13 i=31 c=27 g=89 G=1843 b=265 B=65 n=2 k=1061 d=1149 K=0.92 s=0 a=0 S=0.00 t=0 A=50 T=-50.00
player 9 i=24 c=20 g=313 G=859 b=57 B=11 n=0 k=231 d=209 K=1.11 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 14 i=7 c=3 g=39 G=787 b=171 B=36 n=0 k=686 d=847 K=0.81 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 10 i=1 c=0 g=4 G=36 b=4 B=0 n=0 k=19 d=38 K=0.50 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 3 i=0 c=0 g=0 G=71 b=9 B=0 n=0 k=38 d=87 K=0.44 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 8 i=0 c=0 g=5 G=286 b=22 B=0 n=0 k=88 d=43 K=2.05 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 16 i=0 c=0 g=3 G=129 b=33 B=0 n=0 k=133 d=170 K=0.78 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 7 i=0 c=0 g=8 G=34 b=4 B=0 n=0 k=17 d=38 K=0.45 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 17 i=0 c=0 g=7 G=413 b=111 B=23 n=0 k=447 d=460 K=0.97 s=90 a=135 S=0.67 t=0 A=0 T=0.00
player 5 i=0 c=0 g=1 G=234 b=60 B=11 n=0 k=243 d=284 K=0.86 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 18 i=0 c=0 g=19 G=19 b=3 B=0 n=0 k=13 d=12 K=1.08 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 4 i=0 c=0 g=23 G=262 b=49 B=0 n=0 k=197 d=214 K=0.92 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 6 i=0 c=0 g=4 G=82 b=17 B=0 n=0 k=70 d=110 K=0.64 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 1 i=0 c=0 g=1 G=94 b=15 B=0 n=0 k=61 d=111 K=0.55 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 11 i=0 c=0 g=1 G=13 b=3 B=0 n=0 k=12 d=11 K=1.09 s=0 a=0 S=0.00 t=0 A=0 T=0.00
game turn=33
player 0 i=77 c=73 g=196 G=1897 b=451 B=135 n=2 k=1805 d=1360 K=1.33 s=90 a=0 S=90.00 t=75 A=0 T=75.00
player 15 i=67 c=63 g=983 G=1617 b=114 B=23 n=0 k=456 d=165 K=2.76 s=90 a=0 S=90.00 t=0 A=0 T=0.00
player 12 i=50 c=46 g=401 G=1112 b=167 B=36 n=0 k=671 d=470 K=1.43 s=135 a=90 S=1.50 t=0 A=0 T=0.00
player 13 i=29 c=25 g=127 G=1881 b=274 B=65 n=2 k=1097 d=1240 K=0.88 s=0 a=0 S=0.00 t=0 A=75 T=-75.00
player 9 i=24 c=20 g=337 G=883 b=57 B=11 n=0 k=231 d=209 K=1.11 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 14 i=7 c=3 g=46 G=794 b=171 B=36 n=0 k=686 d=847 K=0.81 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 10 i=1 c=0 g=4 G=36 b=4 B=0 n=0 k=19 d=38 K=0.50 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 16 i=0 c=0 g=3 G=129 b=33 B=0 n=0 k=133 d=170 K=0.78 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 8 i=0 c=0 g=5 G=286 b=22 B=0 n=0 k=88 d=43 K=2.05 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 7 i=0 c=0 g=8 G=34 b=4 B=0 n=0 k=17 d=38 K=0.45 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 3 i=0 c=0 g=0 G=71 b=9 B=0 n=0 k=38 d=87 K=0.44 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 17 i=0 c=0 g=7 G=413 b=111 B=23 n=0 k=447 d=460 K=0.97 s=90 a=135 S=0.67 t=0 A=0 T=0.00
player 5 i=0 c=0 g=1 G=234 b=60 B=11 n=0 k=243 d=284 K=0.86 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 4 i=0 c=0 g=23 G=262 b=49 B=0 n=0 k=197 d=214 K=0.92 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 6 i=0 c=0 g=4 G=82 b=17 B=0 n=0 k=70 d=110 K=0.64 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 18 i=0 c=0 g=19 G=19 b=3 B=0 n=0 k=13 d=12 K=1.08 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 1 i=0 c=0 g=1 G=94 b=15 B=0 n=0 k=61 d=111 K=0.55 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 11 i=0 c=0 g=1 G=13 b=3 B=0 n=0 k=12 d=11 K=1.09 s=0 a=0 S=0.00 t=0 A=0 T=0.00
game turn=34
player 0 i=77 c=74 g=268 G=1978 b=455 B=135 n=2 k=1823 d=1378 K=1.32 s=90 a=0 S=90.00 t=75 A=0 T=75.00
player 15 i=67 c=63 g=735 G=1684 b=114 B=23 n=0 k=456 d=165 K=2.76 s=90 a=0 S=90.00 t=0 A=0 T=0.00
player 12 i=50 c=46 g=451 G=1162 b=167 B=36 n=0 k=671 d=470 K=1.43 s=135 a=90 S=1.50 t=0 A=0 T=0.00
player 13 i=27 c=24 g=133 G=1912 b=278 B=65 n=2 k=1115 d=1274 K=0.88 s=0 a=0 S=0.00 t=0 A=75 T=-75.00
player 9 i=24 c=20 g=365 G=911 b=61 B=11 n=0 k=247 d=209 K=1.18 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 14 i=7 c=3 g=53 G=801 b=171 B=36 n=0 k=686 d=847 K=0.81 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 7 i=0 c=0 g=8 G=34 b=4 B=0 n=0 k=17 d=38 K=0.45 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 8 i=0 c=0 g=5 G=286 b=22 B=0 n=0 k=88 d=43 K=2.05 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 3 i=0 c=0 g=0 G=71 b=9 B=0 n=0 k=38 d=87 K=0.44 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 16 i=0 c=0 g=3 G=129 b=33 B=0 n=0 k=133 d=170 K=0.78 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 17 i=0 c=0 g=7 G=413 b=111 B=23 n=0 k=447 d=460 K=0.97 s=90 a=135 S=0.67 t=0 A=0 T=0.00
player 5 i=0 c=0 g=1 G=234 b=60 B=11 n=0 k=243 d=284 K=0.86 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 6 i=0 c=0 g=4 G=82 b=17 B=0 n=0 k=70 d=110 K=0.64 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 18 i=0 c=0 g=19 G=19 b=3 B=0 n=0 k=13 d=12 K=1.08 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 4 i=0 c=0 g=23 G=262 b=49 B=0 n=0 k=197 d=214 K=0.92 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 1 i=0 c=0 g=1 G=94 b=15 B=0 n=0 k=61 d=111 K=0.55 s=0 a=0 S=0.00 t=0 A=0 T=0.00
player 11 i=0 c=0 g=1 G=13 b=3 B=0 n=0 k=12 d=11 K=1.09 s=0 a=0 S=0.00 t=0 A=0 T=0.00
